2026-03-02 00:44:05 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db-wal
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\entry.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\combobox.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\spinbox.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\treeview.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\sizegrip.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\defaults.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\classicTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\altTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\clamTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\winTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\xpTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\ttk\vistaTheme.tcl
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\symbol.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\encoding\symbol.enc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\l_10646.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\dosapp.fon
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\modern.fon
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\roman.fon
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\script.fon
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\smalle.fon
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ariblk.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\bahnschrift.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\calibrib.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\calibril.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\cambriab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\cambria.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Candarab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Candaral.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\comicbd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\consolab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\constanb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\corbelb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\corbell.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ebrimabd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\framd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Gabriola.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\gadugib.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\georgiab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\impact.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Inkfree.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\javatext.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LeelaUIb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LeelUIsl.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\lucon.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\malgunbd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\malgunsl.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\himalaya.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\msjhbd.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\msjhl.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ntailub.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\phagspab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\taileb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\msyhbd.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\msyhl.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\msyi.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\mingliub.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\monbaiti.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\mvboli.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\mmrtextb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Nirmala.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\palab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SansSerifCollection.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SegoeIcons.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\segoeprb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\segoescb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\seguibl.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\seguiemj.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\seguihis.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\segoeuil.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\segoeuisl.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\simsunb.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SitkaVF.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\sylfaen.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\tahomabd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\timesbd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\trebucbd.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\verdanab.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\webdings.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\wingding.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\YuGothB.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\YuGothL.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\YuGothR.ttc
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SimsunExtG.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\AGENCYB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ALGER.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ANTQUAB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ARIALNB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ARLRDBD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BASKVILL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BAUHS93.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BELLB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BERNHC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BOD_B.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BOD_BLAR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BOD_CB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BOD_PSTC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BOOKOSB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BRADHITC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BRITANIC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BRLNSB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BRLNSDB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BROADW.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BRUSHSCI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\BSSYM7.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CALIFB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CALISTB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CASTELAR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SCHLBKB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CENTAUR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CENTURY.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CHILLER.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\COLONNA.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\COOPBL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\COPRGTB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\COPRGTL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\CURLZ___.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\DUBAI-BOLD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\DUBAI-LIGHT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\DUBAI-MEDIUM.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ELEPHNT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ENGR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ERASBD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ERASDEMI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ERASLGHT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ERASMD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FELIXTI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FORTE.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRABK.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRADM.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRADMCN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRAHV.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRAMDCN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FREESCPT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FRSCRIPT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\FTLTLT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GARABD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GIGI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GILB____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GILC____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GILLUBCD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GILSANUB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GLECB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GLSNECB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GOTHICB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GOUDOSB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\GOUDYSTO.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HARLOWSI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HARNGTON.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HATTEN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HTOWERT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\IMPRISHA.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\INFROMAN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ITCBLKAD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ITCEDSCR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ITCKRIST.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\JOKERMAN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\JUICE___.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\KUNSTLER.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LATINWD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LBRITED.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LCALLIG.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LFAXD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LHANDW.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LSANSD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\LTYPEB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MAGNETOB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MAIAN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MATURASC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MISTRAL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MOD20.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MTCORSVA.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\MTEXTRA.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\NIAGENG.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\NIAGSOL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\OCRAEXT.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\OLDENGL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ONYX.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\OUTLOOK.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PALSCRI.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PAPYRUS.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PARCHM.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PERB____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PERTIBD.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PLAYBILL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\POORICH.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\PRISTINA.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\RAGE.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\RAVIE.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\REFSAN.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\REFSPCL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ROCCB___.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ROCKB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\ROCKEB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SCRIPTBL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SHOWG.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\SNAP____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\STENCIL.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\TCB_____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\TCCB____.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\TCCEB.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\TEMPSITC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\VINERITC.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\VIVALDII.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\VLADIMIR.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\WINGDNG2.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\WINGDNG3.TTF
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HPSimplified.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\HPSimplified_Lt.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\hpsimplifiedjpan-light.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\hpsimplifiedjpan-regular.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\hpsimplifiedhans-light.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\hpsimplifiedhans-regular.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Montserrat-Medium.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\Montserrat-Regular.ttf
2026-03-02 11:40:09 | MODIFIED | C:\Windows\Fonts\arialbd.ttf
2026-03-02 11:40:12 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0609.22380.240.aodl
2026-03-02 11:40:12 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:12 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.241.aodl
2026-03-02 11:40:12 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.241.aodl
2026-03-02 11:40:13 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.241.aodl
2026-03-02 11:40:13 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:13 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.242.aodl
2026-03-02 11:40:13 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.242.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.242.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:14 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.243.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.243.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.243.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:14 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.244.aodl
2026-03-02 11:40:14 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.244.aodl
2026-03-02 11:40:16 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.244.aodl
2026-03-02 11:40:16 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:16 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.245.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.245.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:17 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.245.odl
2026-03-02 11:40:17 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.246.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.246.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:17 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.247.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.247.aodl
2026-03-02 11:40:17 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.247.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.247.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:18 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.248.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:18 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db-wal
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Packages\AD2F1837.OMENCommandCenter_v10z8vjag6ke6\LocalCache\Local\HPOMEN\HPOMENBG_20260302.log
2026-03-02 11:40:18 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.249.aodl
2026-03-02 11:40:18 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 11:40:18 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.250.aodl
2026-03-02 11:40:19 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-02.0610.22380.250.aodl
2026-03-02 11:40:19 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
